total_votaciones_camara,polaridad_promedio,alineamiento_promedio,camara
1,0,0.8352,Cámara de Diputados
1,0.0317,0.7132,Cámara de Diputados
1,0,0.838,Cámara de Diputados
6,0.4059,0.8115,Cámara de Diputados
1,0,0.8509,Cámara de Diputados
2,0.0147,0.7897,Cámara de Diputados
2,0.3827,0.7126,Cámara de Diputados
1,0,0.9583,Cámara de Diputados
1,0,0.9499,Cámara de Diputados
2,0,0.8876,Cámara de Diputados
1,0,0.9183,Cámara de Diputados
55,0.2256,0.7749,Cámara de Diputados
12,0.4616,0.93,Cámara de Diputados
21,0.8199,0.7241,Cámara de Diputados
2,0,0.8453,Cámara de Diputados
1,0,0.8782,Cámara de Diputados
3,0.2976,0.7021,Cámara de Diputados
1,0,0.8832,Cámara de Diputados
1,0,0.9236,Cámara de Diputados
5,0.2944,0.5993,Cámara de Diputados
17,0.4063,0.7833,Cámara de Diputados
6,0.0161,0.8501,Cámara de Diputados
10,0.2357,0.7295,Cámara de Diputados
1,0,0.8581,Cámara de Diputados
2,0.0225,0.956,Cámara de Diputados
1,0,0.8274,Cámara de Diputados
1,0.0225,0.7321,Cámara de Diputados
1,0,0.7339,Cámara de Diputados
2,0.012,0.928,Cámara de Diputados
1,0.0615,0.7614,Cámara de Diputados
2,0.5354,0.5355,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0.0215,0.9618,Cámara de Diputados
6,0.1733,0.9126,Cámara de Diputados
5,0.025,0.9252,Cámara de Diputados
8,0,0.9894,Cámara de Diputados
1,0.1176,0.7908,Cámara de Diputados
1,0,0.9369,Cámara de Diputados
1,0,0.8266,Cámara de Diputados
1,0,1,Cámara de Diputados
2,0.0111,0.7683,Cámara de Diputados
1,0,0.8443,Cámara de Diputados
1,0.0494,0.7935,Cámara de Diputados
2,0.314,0.8973,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0,0.9798,Cámara de Diputados
1,0,0.9187,Cámara de Diputados
8,0.1793,0.7608,Cámara de Diputados
1,0,1,Cámara de Diputados
5,0.3734,0.909,Cámara de Diputados
76,0.3847,0.9011,Cámara de Diputados
14,0.1371,0.9258,Cámara de Diputados
25,0.8163,0.8129,Cámara de Diputados
1,0,1,Cámara de Diputados
8,0.4239,0.8328,Cámara de Diputados
8,0.5494,0.9096,Cámara de Diputados
1,0.0235,0.8434,Cámara de Diputados
3,0.3106,0.8361,Cámara de Diputados
15,0.6058,0.805,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0.0247,0.892,Cámara de Diputados
3,0.2572,0.9474,Cámara de Diputados
1,0,0.958,Cámara de Diputados
1,0,0.9092,Cámara de Diputados
1,0,0.7867,Cámara de Diputados
6,0.4832,0.955,Cámara de Diputados
1,0,0.979,Cámara de Diputados
7,0.1651,0.926,Cámara de Diputados
3,0.2277,0.7259,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0,0.8927,Cámara de Diputados
3,0,1,Cámara de Diputados
1,0.96,0.8599,Cámara de Diputados
1,0,1,Cámara de Diputados
4,0.0051,0.983,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0,0.963,Cámara de Diputados
4,0.0645,0.9588,Cámara de Diputados
3,0,0.9933,Cámara de Diputados
1,0,1,Cámara de Diputados
3,0,0.8984,Cámara de Diputados
1,0,0.9882,Cámara de Diputados
5,0.0517,0.9273,Cámara de Diputados
15,0.1211,0.9149,Cámara de Diputados
1,0.8525,0.7638,Cámara de Diputados
5,0.1647,0.8873,Cámara de Diputados
1,0.3333,0.7494,Cámara de Diputados
1,0,0.9802,Cámara de Diputados
1,0.0388,0.9413,Cámara de Diputados
2,0.5096,0.8708,Cámara de Diputados
1,0.0238,0.9235,Cámara de Diputados
2,0,1,Cámara de Diputados
3,0,1,Cámara de Diputados
5,0.0364,0.974,Cámara de Diputados
1,0,0.8955,Cámara de Diputados
4,0.0556,0.9068,Cámara de Diputados
1,0.044,0.9618,Cámara de Diputados
1,0,0.7549,Cámara de Diputados
2,0,0.9489,Cámara de Diputados
2,0,0.6791,Cámara de Diputados
1,0.0426,0.7674,Cámara de Diputados
1,0.0238,0.865,Cámara de Diputados
1,0.0222,0.7825,Cámara de Diputados
1,0,0.7992,Cámara de Diputados
1,0,0.9524,Cámara de Diputados
2,0,0.9161,Cámara de Diputados
1,0,1,Cámara de Diputados
5,0.1773,0.8954,Cámara de Diputados
1,0,0.893,Cámara de Diputados
6,0,0.9841,Cámara de Diputados
1,0,0.9712,Cámara de Diputados
3,0.0556,0.9429,Cámara de Diputados
5,0,0.8626,Cámara de Diputados
4,0,0.9585,Cámara de Diputados
2,0.0494,0.6177,Cámara de Diputados
1,0.0206,0.9122,Cámara de Diputados
1,0,0.8667,Cámara de Diputados
2,0,0.8749,Cámara de Diputados
1,0,0.8424,Cámara de Diputados
3,0,0.8295,Cámara de Diputados
1,0.2295,0.6534,Cámara de Diputados
1,0,0.8642,Cámara de Diputados
1,0,0.8303,Cámara de Diputados
1,0,0.8939,Cámara de Diputados
1,0,1,Cámara de Diputados
6,0.3198,0.9509,Cámara de Diputados
4,0.2617,0.9221,Cámara de Diputados
1,0.0444,0.9527,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0,0.9398,Cámara de Diputados
1,0.5833,0.5666,Cámara de Diputados
1,0.0896,0.7772,Cámara de Diputados
2,0,0.7852,Cámara de Diputados
1,0,0.9057,Cámara de Diputados
1,0,0.9796,Cámara de Diputados
1,0,0.9584,Cámara de Diputados
9,0.1288,0.8643,Cámara de Diputados
1,0,0.9769,Cámara de Diputados
2,0,0.9449,Cámara de Diputados
4,0.3573,0.7391,Cámara de Diputados
4,0.2282,0.9802,Cámara de Diputados
2,0,0.9654,Cámara de Diputados
2,0,0.9892,Cámara de Diputados
1,0,0.9503,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0,0.9049,Cámara de Diputados
1,0,0.9757,Cámara de Diputados
2,0,0.8126,Cámara de Diputados
2,0,0.9862,Cámara de Diputados
2,0,1,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0.7342,0.59,Cámara de Diputados
1,0,0.8434,Cámara de Diputados
6,0.2914,0.7847,Cámara de Diputados
1,0,0.8315,Cámara de Diputados
5,0.05,0.9018,Cámara de Diputados
1,0.018,0.8135,Cámara de Diputados
2,0,0.6709,Cámara de Diputados
5,0.1011,0.8754,Cámara de Diputados
1,0,0.9247,Cámara de Diputados
1,0,0.8874,Cámara de Diputados
1,0,0.759,Cámara de Diputados
8,0,0.9771,Cámara de Diputados
2,0.3915,0.8619,Cámara de Diputados
2,0,0.8199,Cámara de Diputados
3,0.3771,0.7112,Cámara de Diputados
7,0.2308,0.8714,Cámara de Diputados
3,0.0152,0.8601,Cámara de Diputados
1,0,0.7954,Cámara de Diputados
3,0.3454,0.89,Cámara de Diputados
4,0,0.9719,Cámara de Diputados
11,0.3568,0.923,Cámara de Diputados
1,0,1,Cámara de Diputados
2,0,0.8904,Cámara de Diputados
1,0.0842,0.8609,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0,0.8533,Cámara de Diputados
41,0.544,0.792,Cámara de Diputados
1,0,0.9793,Cámara de Diputados
2,0.0377,0.9517,Cámara de Diputados
1,0.1266,0.8383,Cámara de Diputados
1,0.1081,0.7908,Cámara de Diputados
1,0,1,Cámara de Diputados
2,0,0.9412,Cámara de Diputados
1,0,0.8437,Cámara de Diputados
1,0,0.9788,Cámara de Diputados
92,0.3156,0.8882,Cámara de Diputados
1,0,0.9122,Cámara de Diputados
4,0.0925,0.9005,Cámara de Diputados
1,0,0.8039,Cámara de Diputados
1,0,0.8642,Cámara de Diputados
24,0.3397,0.9635,Cámara de Diputados
27,0.4571,0.9272,Cámara de Diputados
3,0.0269,0.8116,Cámara de Diputados
10,0.3794,0.8778,Cámara de Diputados
1,0.1975,0.7138,Cámara de Diputados
39,0.3494,0.8697,Cámara de Diputados
1,0,0.8786,Cámara de Diputados
1,0,0.9937,Cámara de Diputados
3,0.3125,0.8942,Cámara de Diputados
1,0,1,Cámara de Diputados
24,0.4503,0.8532,Cámara de Diputados
14,0.0632,0.9001,Cámara de Diputados
2,0,0.8993,Cámara de Diputados
1,0,1,Cámara de Diputados
3,0,0.9406,Cámara de Diputados
1,0.1887,0.7098,Cámara de Diputados
11,0.2911,0.9312,Cámara de Diputados
1,0,0.7904,Cámara de Diputados
5,0,0.9772,Cámara de Diputados
1,0,0.8419,Cámara de Diputados
3,0.1071,0.7752,Cámara de Diputados
1,0.0198,0.8935,Cámara de Diputados
1,0,0.8847,Cámara de Diputados
4,0.0113,0.8574,Cámara de Diputados
7,0.2432,0.6225,Cámara de Diputados
1,0,1,Cámara de Diputados
14,0.225,0.8823,Cámara de Diputados
4,0.4122,0.7537,Cámara de Diputados
1,0.6813,0.8194,Cámara de Diputados
1,0,0.5778,Cámara de Diputados
3,0,0.9456,Cámara de Diputados
2,0.3122,0.7953,Cámara de Diputados
8,0.3487,0.8096,Cámara de Diputados
7,0.0112,0.8895,Cámara de Diputados
23,0.2486,0.8163,Cámara de Diputados
6,0.1842,0.7461,Cámara de Diputados
1,0,1,Cámara de Diputados
57,0.3906,0.9584,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0.8354,0.6959,Cámara de Diputados
2,0.7512,0.7471,Cámara de Diputados
1,0,0.648,Cámara de Diputados
7,0.132,0.7498,Cámara de Diputados
2,0,1,Cámara de Diputados
2,0,0.863,Cámara de Diputados
1,0.0202,0.9426,Cámara de Diputados
3,0.1818,0.843,Cámara de Diputados
2,0.4523,0.7412,Cámara de Diputados
1,0,0.9416,Cámara de Diputados
1,0.9867,0.4541,Cámara de Diputados
1,0,0.9408,Cámara de Diputados
2,0,0.984,Cámara de Diputados
2,0,1,Cámara de Diputados
1,0,0.9114,Cámara de Diputados
11,0.121,0.9701,Cámara de Diputados
2,0,1,Cámara de Diputados
2,0.4857,0.9892,Cámara de Diputados
7,0.3788,0.9921,Cámara de Diputados
1,0.5641,0.9158,Cámara de Diputados
2,0,1,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0,0.9364,Cámara de Diputados
1,0,1,Cámara de Diputados
19,0.4612,0.7219,Cámara de Diputados
0,0,0.6738,Cámara de Diputados
1,0,0.8733,Cámara de Diputados
27,0.6284,0.7523,Cámara de Diputados
136,0.4067,0.7207,Cámara de Diputados
8,0.8774,0.7553,Cámara de Diputados
12,0.1267,0.8636,Cámara de Diputados
3,0.7511,0.8108,Cámara de Diputados
2,0.0269,0.7549,Cámara de Diputados
1,0,0.9548,Cámara de Diputados
2,0.0255,0.7876,Cámara de Diputados
1,0,0.8748,Cámara de Diputados
7,0,0.9216,Cámara de Diputados
6,0.0275,0.7916,Cámara de Diputados
1,0,0.9633,Cámara de Diputados
4,0.0275,0.8667,Cámara de Diputados
1,0.0328,0.6196,Cámara de Diputados
1,0.02,0.894,Cámara de Diputados
1,0,0.9806,Cámara de Diputados
1,0,0.8029,Cámara de Diputados
7,0.1524,0.8781,Cámara de Diputados
1,0,0.8875,Cámara de Diputados
3,0,0.9342,Cámara de Diputados
1,0,0.9245,Cámara de Diputados
3,0.2857,0.8429,Cámara de Diputados
1,0,0.8196,Cámara de Diputados
17,0.0995,0.7778,Cámara de Diputados
2,0,0.919,Cámara de Diputados
5,0.0452,0.8555,Cámara de Diputados
8,0.2331,0.9426,Cámara de Diputados
1,0.0256,0.9287,Cámara de Diputados
18,0.2769,0.8745,Cámara de Diputados
2,0,0.9513,Cámara de Diputados
2,0,0.9625,Cámara de Diputados
1,0,0.9796,Cámara de Diputados
2,0,0.9229,Cámara de Diputados
1,0,0.9665,Cámara de Diputados
1,0.0779,0.8426,Cámara de Diputados
1,0,0.9798,Cámara de Diputados
2,0.0103,0.7665,Cámara de Diputados
1,0.0202,0.98,Cámara de Diputados
1,0,0.9791,Cámara de Diputados
1,0,0.9785,Cámara de Diputados
1,0,1,Cámara de Diputados
5,0.2984,0.8539,Cámara de Diputados
1,0.9114,0.4776,Cámara de Diputados
1,0.0267,0.8234,Cámara de Diputados
1,0,0.9608,Cámara de Diputados
8,0.3326,0.8636,Cámara de Diputados
1,0,0.8495,Cámara de Diputados
2,0.5835,0.7301,Cámara de Diputados
2,0.1268,0.7317,Cámara de Diputados
1,0,0.757,Cámara de Diputados
2,0.1548,0.6999,Cámara de Diputados
9,0.5544,0.8716,Cámara de Diputados
64,0.6552,0.7329,Cámara de Diputados
5,0.4052,0.6472,Cámara de Diputados
2,0,0.9162,Cámara de Diputados
1,0.0357,0.5311,Cámara de Diputados
1,0,0.558,Cámara de Diputados
1,0.0879,0.8215,Cámara de Diputados
1,0,0.5913,Cámara de Diputados
1,0.9515,0.9814,Cámara de Diputados
2,0,0.9815,Cámara de Diputados
1,0,0.56,Cámara de Diputados
19,0.0034,0.7511,Cámara de Diputados
1,0,0.912,Cámara de Diputados
1,0,0.8913,Cámara de Diputados
13,0.162,0.985,Cámara de Diputados
1,0,1,Cámara de Diputados
40,0.1913,0.9258,Cámara de Diputados
7,0.2567,0.8421,Cámara de Diputados
25,0.1639,0.7961,Cámara de Diputados
5,0.063,0.8466,Cámara de Diputados
5,0.1778,0.9103,Cámara de Diputados
2,0.0145,0.9169,Cámara de Diputados
4,0.0045,0.9621,Cámara de Diputados
1,0.0721,0.9113,Cámara de Diputados
1,0,0.8336,Cámara de Diputados
54,0.4323,0.8667,Cámara de Diputados
5,0.5106,0.9516,Cámara de Diputados
7,0.617,0.9115,Cámara de Diputados
1,0,0.9625,Cámara de Diputados
5,0.0539,0.9294,Cámara de Diputados
2,0.0377,0.8281,Cámara de Diputados
2,0,0.9193,Cámara de Diputados
1,0,0.7616,Cámara de Diputados
2,0,0.7862,Cámara de Diputados
6,0.2649,0.8109,Cámara de Diputados
8,0,1,Cámara de Diputados
1,0,0.923,Cámara de Diputados
1,0,0.8779,Cámara de Diputados
1,0,0.9135,Cámara de Diputados
3,0.6407,0.8396,Cámara de Diputados
2,0,0.9806,Cámara de Diputados
1,0.4776,0.5182,Cámara de Diputados
1,0,0.6471,Cámara de Diputados
1,0.3958,0.6113,Cámara de Diputados
2,0,0.9796,Cámara de Diputados
1,0.0465,0.7875,Cámara de Diputados
2,0.3663,0.9135,Cámara de Diputados
3,0.2299,0.9274,Cámara de Diputados
1,0,0.9722,Cámara de Diputados
2,0,1,Cámara de Diputados
1,0,0.8363,Cámara de Diputados
2,0,1,Cámara de Diputados
2,0,0.7593,Cámara de Diputados
7,0.3144,0.8132,Cámara de Diputados
9,0.451,0.718,Cámara de Diputados
6,0.0205,0.8828,Cámara de Diputados
1,0,0.7988,Cámara de Diputados
3,0.0141,0.8937,Cámara de Diputados
1,0,0.6968,Cámara de Diputados
1,0,0.6727,Cámara de Diputados
3,0.4349,0.8917,Cámara de Diputados
3,0.0165,0.8886,Cámara de Diputados
2,0.5277,0.7807,Cámara de Diputados
1,0,0.8643,Cámara de Diputados
1,0.3448,0.8057,Cámara de Diputados
1,0.0294,0.7734,Cámara de Diputados
2,0,0.7937,Cámara de Diputados
1,0,0.9191,Cámara de Diputados
2,0,1,Cámara de Diputados
2,0.4113,0.8447,Cámara de Diputados
1,0.5789,0.577,Cámara de Diputados
1,0.02,0.9582,Cámara de Diputados
1,0,0.8434,Cámara de Diputados
1,0,0.8289,Cámara de Diputados
1,0.0282,0.8468,Cámara de Diputados
2,0,0.9464,Cámara de Diputados
1,0,0.7576,Cámara de Diputados
1,0,0.8163,Cámara de Diputados
1,0,0.6181,Cámara de Diputados
1,0,0.963,Cámara de Diputados
3,0.2535,0.9379,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0.8889,0.5129,Cámara de Diputados
4,0.1798,0.9605,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0.0225,0.956,Cámara de Diputados
1,0.4167,0.6946,Cámara de Diputados
1,0,1,Cámara de Diputados
40,0.3332,0.7485,Cámara de Diputados
2,0.3151,0.9647,Cámara de Diputados
1,0,0.8165,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0,0.663,Cámara de Diputados
7,0.1362,0.9392,Cámara de Diputados
2,0.0225,0.8272,Cámara de Diputados
1,0,0.9378,Cámara de Diputados
1,0,0.9285,Cámara de Diputados
3,0,0.8136,Cámara de Diputados
2,0.3929,0.845,Cámara de Diputados
1,0,0.7953,Cámara de Diputados
6,0.1483,0.9038,Cámara de Diputados
7,0.2429,0.8773,Cámara de Diputados
1,0.0146,0.9351,Cámara de Diputados
6,0,0.853,Cámara de Diputados
2,0.093,0.8783,Cámara de Diputados
6,0.1942,0.7414,Cámara de Diputados
1,0,0.8946,Cámara de Diputados
5,0.1913,0.9758,Cámara de Diputados
2,0.0301,0.9929,Cámara de Diputados
1,0,0.8616,Cámara de Diputados
1,0.0213,0.9613,Cámara de Diputados
1,0,0.9698,Cámara de Diputados
1,0,0.8132,Cámara de Diputados
2,0,0.9201,Cámara de Diputados
1,0.0748,0.9277,Cámara de Diputados
2,0,0.9308,Cámara de Diputados
2,0,1,Cámara de Diputados
1,0.4948,0.6195,Cámara de Diputados
1,0.6237,0.8744,Cámara de Diputados
1,0.0206,0.9621,Cámara de Diputados
3,0,0.9832,Cámara de Diputados
3,0,0.9396,Cámara de Diputados
1,0,0.9513,Cámara de Diputados
1,0,0.6555,Cámara de Diputados
1,0,1,Cámara de Diputados
2,0,1,Cámara de Diputados
1,0,0.9672,Cámara de Diputados
2,0,0.9114,Cámara de Diputados
2,0,0.9438,Cámara de Diputados
3,0.1847,0.7806,Cámara de Diputados
1,0,1,Cámara de Diputados
3,0,0.8622,Cámara de Diputados
25,0.183,0.9597,Cámara de Diputados
1,0.0667,0.9316,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0,0.9227,Cámara de Diputados
1,0,1,Cámara de Diputados
2,0,0.8633,Cámara de Diputados
3,0.0526,0.9156,Cámara de Diputados
2,0.0189,0.9721,Cámara de Diputados
1,0.046,0.9514,Cámara de Diputados
3,0,0.978,Cámara de Diputados
1,0.1205,0.6977,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0,1,Cámara de Diputados
2,0,0.9558,Cámara de Diputados
1,0,0.9756,Cámara de Diputados
2,0.8396,0.9127,Cámara de Diputados
1,0.0421,0.8531,Cámara de Diputados
1,0,0.9562,Cámara de Diputados
11,0.4049,0.8063,Cámara de Diputados
2,0.25,0.7057,Cámara de Diputados
2,0.0449,0.9557,Cámara de Diputados
1,0,0.5527,Cámara de Diputados
1,0,0.9187,Cámara de Diputados
4,0.1077,0.7757,Cámara de Diputados
12,0.3026,0.8582,Cámara de Diputados
3,0,0.8582,Cámara de Diputados
1,0.2143,0.795,Cámara de Diputados
3,0.0065,0.9931,Cámara de Diputados
9,0.5294,0.8491,Cámara de Diputados
1,0,0.8626,Cámara de Diputados
1,0,1,Cámara de Diputados
2,0.4881,0.7736,Cámara de Diputados
1,0,0.8383,Cámara de Diputados
10,0.2058,0.8066,Cámara de Diputados
1,0.0909,0.6086,Cámara de Diputados
19,0.4797,0.6616,Cámara de Diputados
5,0.5625,0.6407,Cámara de Diputados
172,0.3022,0.7178,Cámara de Diputados
2,0,0.9526,Cámara de Diputados
2,0.041,0.8855,Cámara de Diputados
2,0,0.8615,Cámara de Diputados
1,0,0.892,Cámara de Diputados
1,0,0.9224,Cámara de Diputados
4,0.0051,0.9441,Cámara de Diputados
6,0.3332,0.9144,Cámara de Diputados
4,0.7218,0.7064,Cámara de Diputados
1,0.9691,0.8083,Cámara de Diputados
2,0,0.7335,Cámara de Diputados
1,0,0.9573,Cámara de Diputados
2,0,0.8545,Cámara de Diputados
1,0,0.8882,Cámara de Diputados
1,0.6154,0.7592,Cámara de Diputados
1,0,0.5196,Cámara de Diputados
3,0,0.8455,Cámara de Diputados
1,0,1,Cámara de Diputados
2,0,0.9678,Cámara de Diputados
4,0.0062,0.9822,Cámara de Diputados
1,0,0.9013,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0,1,Cámara de Diputados
2,0,0.972,Cámara de Diputados
1,0,0.8052,Cámara de Diputados
10,0.1319,0.9032,Cámara de Diputados
9,0.2424,0.8839,Cámara de Diputados
14,0.7527,0.7212,Cámara de Diputados
3,0,0.9289,Cámara de Diputados
1,0,0.98,Cámara de Diputados
2,0.9639,0.5434,Cámara de Diputados
2,0.0936,0.865,Cámara de Diputados
1,0,0.7871,Cámara de Diputados
1,0,0.9604,Cámara de Diputados
1,0.4773,0.6293,Cámara de Diputados
1,0.0612,0.89,Cámara de Diputados
1,0,0.7308,Cámara de Diputados
5,0,0.8609,Cámara de Diputados
2,0,0.9369,Cámara de Diputados
6,0.2739,0.853,Cámara de Diputados
4,0.0147,0.9458,Cámara de Diputados
2,0,0.9286,Cámara de Diputados
2,0,0.9522,Cámara de Diputados
2,0,0.7556,Cámara de Diputados
2,0.3913,0.9325,Cámara de Diputados
1,0,0.7832,Cámara de Diputados
6,0.1881,0.8451,Cámara de Diputados
8,0.0046,0.955,Cámara de Diputados
65,0.3691,0.7884,Cámara de Diputados
14,0.8666,0.862,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0.3284,0.4657,Cámara de Diputados
2,0,0.9276,Cámara de Diputados
1,0,0.9589,Cámara de Diputados
1,0,0.5643,Cámara de Diputados
2,0,0.9303,Cámara de Diputados
8,0.0351,0.8192,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0,0.5653,Cámara de Diputados
1,0,0.8031,Cámara de Diputados
1,0,0.8336,Cámara de Diputados
3,0.1132,0.8294,Cámara de Diputados
1,0.0388,0.8612,Cámara de Diputados
1,0,0.9821,Cámara de Diputados
2,0,1,Cámara de Diputados
1,0,0.5677,Cámara de Diputados
3,0,0.8225,Cámara de Diputados
2,0,0.8453,Cámara de Diputados
8,0.346,0.6508,Cámara de Diputados
1,0,0.7622,Cámara de Diputados
2,0.0135,0.9181,Cámara de Diputados
4,0.4499,0.8423,Cámara de Diputados
4,0.5805,0.8789,Cámara de Diputados
3,0.2007,0.838,Cámara de Diputados
3,0,1,Cámara de Diputados
4,0.0067,0.9588,Cámara de Diputados
1,0,0.9607,Cámara de Diputados
8,0.2268,0.9277,Cámara de Diputados
3,0.0085,0.9455,Cámara de Diputados
2,0,1,Cámara de Diputados
2,0,0.9552,Cámara de Diputados
1,0,0.8103,Cámara de Diputados
1,0,0.9794,Cámara de Diputados
1,0,0.8324,Cámara de Diputados
4,0.1727,0.7488,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0.0851,0.9385,Cámara de Diputados
1,0,0.8884,Cámara de Diputados
1,0,0.9573,Cámara de Diputados
3,0.8064,0.8612,Cámara de Diputados
2,0,0.9522,Cámara de Diputados
3,0.1574,0.8406,Cámara de Diputados
15,0.1803,0.855,Cámara de Diputados
1,0,0.7848,Cámara de Diputados
27,0.3795,0.9407,Cámara de Diputados
1,0,0.751,Cámara de Diputados
1,0.2651,0.7693,Cámara de Diputados
1,0,0.9534,Cámara de Diputados
2,0.0109,0.9308,Cámara de Diputados
2,0.7373,0.9486,Cámara de Diputados
3,0,0.9558,Cámara de Diputados
6,0.0043,0.9729,Cámara de Diputados
3,0.1624,0.7769,Cámara de Diputados
3,0.0049,0.9063,Cámara de Diputados
2,0.3352,0.9129,Cámara de Diputados
7,0.3425,0.837,Cámara de Diputados
13,0.2592,0.8706,Cámara de Diputados
1,0,0.6725,Cámara de Diputados
3,0.2581,0.8174,Cámara de Diputados
1,0,1,Cámara de Diputados
13,0.2941,0.943,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0,0.9791,Cámara de Diputados
1,0.8864,0.7331,Cámara de Diputados
1,0.0571,0.7463,Cámara de Diputados
1,0.6809,0.8704,Cámara de Diputados
1,0,0.9796,Cámara de Diputados
4,0,1,Cámara de Diputados
1,0,0.9415,Cámara de Diputados
1,0.6739,0.8572,Cámara de Diputados
1,0,0.8753,Cámara de Diputados
2,0.0137,0.8186,Cámara de Diputados
3,0.0655,0.8822,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0,0.4795,Cámara de Diputados
1,0,0.9678,Cámara de Diputados
1,0,1,Cámara de Diputados
4,0,0.9945,Cámara de Diputados
4,0.157,0.9762,Cámara de Diputados
1,0,0.9616,Cámara de Diputados
1,0.6531,0.4315,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0,0.8917,Cámara de Diputados
1,0,0.5556,Cámara de Diputados
4,0,0.9551,Cámara de Diputados
10,0.097,0.9326,Cámara de Diputados
2,0,0.8225,Cámara de Diputados
4,0,0.9303,Cámara de Diputados
2,0,0.8415,Cámara de Diputados
1,0,0.98,Cámara de Diputados
1,0,0.9802,Cámara de Diputados
1,0,1,Cámara de Diputados
5,0.0345,0.8209,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0,0.8119,Cámara de Diputados
1,0.0213,0.842,Cámara de Diputados
1,0,0.7796,Cámara de Diputados
3,0,0.918,Cámara de Diputados
1,0,0.9246,Cámara de Diputados
2,0.8039,0.8717,Cámara de Diputados
1,0,0.9642,Cámara de Diputados
1,0,1,Cámara de Diputados
2,0.0323,0.9339,Cámara de Diputados
2,0.1467,0.6742,Cámara de Diputados
3,0.0901,0.8264,Cámara de Diputados
2,0.0533,0.9372,Cámara de Diputados
31,0.4599,0.9203,Cámara de Diputados
2,0,0.7887,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0,0.9809,Cámara de Diputados
1,0,1,Cámara de Diputados
3,0.7368,0.8531,Cámara de Diputados
3,0,0.9416,Cámara de Diputados
17,0.3333,0.9198,Cámara de Diputados
3,0.219,0.8496,Cámara de Diputados
3,0.4768,0.7587,Cámara de Diputados
1,0,0.8871,Cámara de Diputados
1,0.022,0.8475,Cámara de Diputados
1,0,1,Cámara de Diputados
2,0,0.8581,Cámara de Diputados
16,0.1456,0.8915,Cámara de Diputados
6,0.0175,0.7667,Cámara de Diputados
1,0,0.5682,Cámara de Diputados
4,0,0.8904,Cámara de Diputados
1,0,0.8204,Cámara de Diputados
1,0,0.8965,Cámara de Diputados
1,0,0.8849,Cámara de Diputados
5,0.3727,0.6856,Cámara de Diputados
1,0,0.878,Cámara de Diputados
3,0,0.885,Cámara de Diputados
1,0,0.8696,Cámara de Diputados
1,0,0.9656,Cámara de Diputados
1,0,0.7778,Cámara de Diputados
2,0,0.7906,Cámara de Diputados
8,0.4239,0.7933,Cámara de Diputados
5,0.1495,0.8847,Cámara de Diputados
2,0,0.8553,Cámara de Diputados
2,0,0.751,Cámara de Diputados
2,0,0.7174,Cámara de Diputados
22,0.1585,0.9346,Cámara de Diputados
2,0.087,0.8917,Cámara de Diputados
2,0,0.8525,Cámara de Diputados
3,0.025,0.7885,Cámara de Diputados
2,0.6045,0.7657,Cámara de Diputados
1,0,0.962,Cámara de Diputados
1,0,0.9601,Cámara de Diputados
1,0,0.8029,Cámara de Diputados
1,0,0.5699,Cámara de Diputados
1,0.0374,1,Cámara de Diputados
5,0.1918,0.8412,Cámara de Diputados
3,0.5416,0.765,Cámara de Diputados
49,0.2319,0.8905,Cámara de Diputados
1,0,0.7673,Cámara de Diputados
1,0,0.7911,Cámara de Diputados
1,0,1,Cámara de Diputados
1,0,0.8656,Cámara de Diputados
3,0,0.8928,Cámara de Diputados
19,0.3754,0.971,Cámara de Diputados
28,0.4779,0.8224,Cámara de Diputados
1,0,0.8842,Cámara de Diputados
4,0.2151,0.6393,Cámara de Diputados
2,0,1,Cámara de Diputados
2,0.01,0.9699,Cámara de Diputados
2,0,1,Cámara de Diputados
2,0,0.8393,Cámara de Diputados
1,0.3158,0.6721,Cámara de Diputados
1,0.1739,0.6591,Cámara de Diputados
